Product Description,HS Code
"compact metal 3d printer, green, touchscreen",5015.43
"small steel 3d printer, gold, portable",2950.21
"small plastic fitness tracker, black, app-connected",8912.84
"large aluminum coffee maker, pink, Bluetooth-enabled",4950.51
"small ceramic 3d printer, yellow, portable",5546.16
"extra-large glass vr headset, yellow, wireless",1492.61
"compact carbon fiber home security camera, yellow, smart",9238.22
"small glass smart mirror, yellow, smart",9508.34
"extra-large aluminum electric heater, gold, energy-efficient",9056.83
"medium aluminum noise-cancelling headphones, green, wireless",4993.48
"medium plastic electric heater, black, rechargeable",5464.82
"extra-large glass robot vacuum cleaner, pink, app-connected",8486.92
"portable metal digital camera, pink, touchscreen",5585.67
"extra-large steel gaming keyboard, pink, portable",5846.20
"portable ceramic coffee maker, white, touchscreen",8918.25
"portable plastic smartphone holder, gold, touchscreen",6394.29
"portable carbon fiber bluetooth speaker, red, portable",7316.36
"small steel smart scale, green, Bluetooth-enabled",5381.45
"extra-large plastic fitness tracker, white, smart",9361.52
"medium carbon fiber robot vacuum cleaner, blue, portable",8672.64
"portable metal smart refrigerator, red, energy-efficient",3640.97
"large aluminum digital camera, green, smart",2892.77
"small aluminum 3d printer, green, smart",7890.39
"small aluminum noise-cancelling headphones, gold, smart",8557.10
"portable steel smart thermostat, white, smart",1984.65
"small aluminum smartphone holder, pink, energy-efficient",7395.72
"portable carbon fiber home security camera, red, Bluetooth-enabled",3181.81
"compact aluminum robot vacuum cleaner, silver, voice-controlled",3129.17
"large ceramic smart washing machine, green, energy-efficient",1406.32
"small metal vr headset, black, app-connected",2741.97
"medium steel noise-cancelling headphones, pink, water-resistant",6831.70
"small ceramic noise-cancelling headphones, black, wireless",3246.73
"portable plastic electric kettle, pink, app-connected",7115.99
"portable carbon fiber digital camera, red, Bluetooth-enabled",5052.46
"medium aluminum smart air purifier, gold, energy-efficient",7826.29
"portable plastic portable blender, gold, app-connected",9167.27
"portable metal portable air conditioner, black, water-resistant",9504.65
"portable carbon fiber air fryer, white, energy-efficient",6275.46
"portable ceramic home theater system, white, smart",3913.18
"small ceramic electric kettle, yellow, wireless",7537.58
"large ceramic microwave oven, yellow, rechargeable",8054.42
"large metal smart door lock, black, portable",2525.87
"compact steel smartwatch, silver, Bluetooth-enabled",7807.24
"large plastic gaming console, red, energy-efficient",2812.98
"large glass vr headset, red, energy-efficient",5438.67
"small aluminum noise-cancelling earbuds, silver, app-connected",7324.33
"portable steel smart refrigerator, black, Bluetooth-enabled",2479.83
"medium ceramic gaming console, green, wireless",3052.47
"portable glass portable tire inflator, red, rechargeable",7428.10
"portable carbon fiber smart washing machine, blue, wireless",1408.52
"small glass smart baby monitor, blue, portable",8005.95
"large aluminum portable tire inflator, pink, Bluetooth-enabled",4816.93
"portable ceramic digital picture frame, black, Bluetooth-enabled",7935.76
"portable plastic dash camera, yellow, energy-efficient",7222.45
"compact steel smart washing machine, silver, rechargeable",6700.83
"small carbon fiber smartphone holder, red, rechargeable",1250.27
"extra-large metal dash camera, green, water-resistant",9883.16
"extra-large metal wireless charging pad, pink, energy-efficient",9053.74
"extra-large aluminum digital camera, silver, wireless",8503.12
"compact metal electric heater, green, voice-controlled",6785.77
"small steel coffee maker, yellow, touchscreen",8432.99
"portable steel smart light switch, pink, portable",1664.82
"small carbon fiber 3d printer, white, touchscreen",6968.35
"portable aluminum vr headset, black, portable",7383.90
"compact glass smart scale, red, Bluetooth-enabled",4453.99
"medium aluminum air fryer, red, water-resistant",7838.86
"small plastic smart washing machine, silver, Bluetooth-enabled",2732.85
"large steel bluetooth car kit, purple, voice-controlled",5577.60
"extra-large carbon fiber water purifier, black, wireless",1701.83
"compact steel smart refrigerator, silver, energy-efficient",5639.35
"extra-large metal portable tire inflator, black, voice-controlled",9954.93
"large ceramic electric toothbrush, green, app-connected",3157.54
"compact plastic portable projector, black, voice-controlled",2820.53
"medium metal wireless presentation remote, pink, touchscreen",6185.18
"extra-large ceramic air fryer, pink, app-connected",1102.74
"compact carbon fiber digital camera, green, wireless",4713.34
"medium ceramic gaming console, yellow, rechargeable",4691.38
"large glass smartwatch, black, energy-efficient",2718.62
"extra-large aluminum fitness tracker, gold, touchscreen",5089.26
"large aluminum gaming keyboard, silver, portable",9959.21
"medium glass noise-cancelling headphones, purple, energy-efficient",7920.99
"extra-large aluminum electric heater, purple, voice-controlled",9691.44
"medium aluminum electric kettle, pink, rechargeable",4564.83
"small carbon fiber smartphone holder, black, water-resistant",7696.54
"small plastic gaming keyboard, gold, rechargeable",6865.53
"compact carbon fiber gaming console, green, wireless",1214.10
"small metal wireless mouse, green, Bluetooth-enabled",7365.64
"extra-large metal gaming console, purple, rechargeable",5367.51
"small carbon fiber electric heater, green, voice-controlled",6337.97
"small glass wireless presentation remote, green, water-resistant",7756.24
"compact metal smart tv, silver, rechargeable",2463.68
"large ceramic home security camera, yellow, water-resistant",7583.28
"extra-large aluminum smart baby monitor, gold, Bluetooth-enabled",5033.56
"extra-large plastic smart water bottle, purple, rechargeable",6977.23
"compact plastic home theater system, yellow, wireless",7308.49
"large steel portable solar charger, purple, energy-efficient",9453.79
"compact aluminum air fryer, pink, wireless",8221.19
"compact carbon fiber noise-cancelling headphones, silver, touchscreen",4808.77
"small metal dash camera, red, smart",9294.13
"medium ceramic smart light switch, pink, portable",2571.84
"small ceramic smart refrigerator, gold, portable",2195.18
"medium carbon fiber electric toothbrush, green, rechargeable",1823.43
"compact glass home security camera, black, wireless",6897.35
"portable plastic bluetooth speaker, white, Bluetooth-enabled",7871.56
"compact metal office chair, red, portable",7688.33
"portable aluminum smart tv, green, voice-controlled",1825.61
"large ceramic wireless charging pad, purple, touchscreen",5493.80
"medium glass bluetooth car kit, pink, energy-efficient",7606.33
"portable aluminum digital picture frame, purple, touchscreen",9783.65
"medium glass electric heater, green, voice-controlled",2007.49
"small glass noise-cancelling earbuds, purple, smart",5756.17
"compact plastic fitness tracker, blue, wireless",6511.94
"small carbon fiber 3d printer, green, water-resistant",5664.38
"small carbon fiber wireless mouse, blue, touchscreen",5313.59
"extra-large ceramic wireless mouse, pink, wireless",7676.84
"large aluminum microwave oven, pink, rechargeable",5510.94
"medium plastic smart mirror, white, wireless",6762.15
"portable ceramic noise-cancelling earbuds, gold, Bluetooth-enabled",6408.42
"small metal portable blender, black, energy-efficient",2130.95
"small glass smart scale, purple, smart",6882.65
"medium aluminum electric scooter, blue, touchscreen",2081.50
"small steel wi-fi router, white, Bluetooth-enabled",8359.82
"compact plastic smart air purifier, yellow, energy-efficient",1419.24
"small plastic coffee maker, pink, water-resistant",9666.98
"portable metal smart air purifier, white, rechargeable",6238.25
"compact carbon fiber bluetooth car kit, blue, Bluetooth-enabled",7020.39
"small metal bluetooth speaker, red, Bluetooth-enabled",4105.43
"small carbon fiber portable tire inflator, purple, app-connected",8754.92
"extra-large carbon fiber electric standing desk, purple, voice-controlled",3035.19
"medium carbon fiber smart led strip, green, voice-controlled",7687.22
"medium metal home security camera, silver, smart",5680.26
"extra-large ceramic bluetooth speaker, black, voice-controlled",8697.13
"large ceramic noise-cancelling headphones, yellow, app-connected",9513.23
"compact steel smart thermostat, pink, wireless",4708.99
"small aluminum bluetooth car kit, silver, touchscreen",6839.71
"extra-large glass smartwatch, gold, app-connected",1104.43
"large aluminum bluetooth tracker, pink, energy-efficient",1662.20
"portable ceramic smart washing machine, blue, app-connected",6104.84
"small aluminum noise-cancelling earbuds, green, Bluetooth-enabled",2451.63
"small steel smart led strip, gold, smart",1777.22
"small ceramic smart light switch, blue, water-resistant",9805.87
"small aluminum electric standing desk, yellow, portable",4806.80
"small aluminum noise-cancelling headphones, yellow, rechargeable",9210.63
"extra-large ceramic digital camera, gold, app-connected",8698.23
"compact steel portable air conditioner, green, energy-efficient",7534.38
"medium aluminum home theater system, gold, Bluetooth-enabled",1579.44
"medium plastic smart led strip, silver, smart",1031.77
"portable ceramic smart thermostat, green, rechargeable",5190.64
"large plastic wireless charging pad, purple, voice-controlled",4026.76
"compact steel portable charger, black, app-connected",1376.23
"compact ceramic bluetooth car kit, yellow, rechargeable",5335.71
"extra-large plastic wireless mouse, white, energy-efficient",8540.65
"extra-large steel office chair, gold, rechargeable",5307.38
"medium steel water purifier, red, energy-efficient",4224.24
"large steel digital camera, yellow, smart",6984.23
"large plastic portable air conditioner, purple, water-resistant",5260.71
"extra-large ceramic electric heater, yellow, app-connected",9314.39
"compact steel electric scooter, gold, app-connected",8722.61
"portable glass portable air conditioner, white, voice-controlled",9265.54
"portable glass electric toothbrush, gold, energy-efficient",2842.85
"compact ceramic gaming keyboard, pink, wireless",9422.98
"small ceramic noise-cancelling earbuds, green, touchscreen",2593.66
"extra-large carbon fiber gaming console, green, portable",8155.76
"small steel water purifier, gold, wireless",6301.81
"medium glass robot vacuum cleaner, silver, portable",7360.57
"compact steel smart led strip, red, Bluetooth-enabled",3866.99
"small metal air fryer, blue, smart",7135.45
"extra-large steel digital picture frame, black, Bluetooth-enabled",6752.51
"extra-large ceramic dash camera, blue, wireless",3768.93
"extra-large glass smart thermostat, silver, energy-efficient",6556.23
"medium plastic portable solar charger, purple, portable",2671.71
