description,hs_code
"blue clothes, size S, fabric polyester",620293
"blue clothes, size S, fabric polyester",620293
"red bike, size medium, model road",871190
"green bike, size medium, model hybrid",871190
"gold watch, size medium, battery AA",910211
"silver watch, size large, battery rechargeable",910211
"black mobile, size 6 inch, battery 3000mAh, compatibility 4G",851712
"blue bike, size medium, model road",871190
"silver watch, size small, battery rechargeable",910211
"gold watch, size large, battery rechargeable",910211
"blue bike, size large, model road",871190
"black car model 2023, size sedan",870320
"blue car model 2023, size SUV",870320
"blue clothes, size M, fabric polyester",620293
"green bike, size medium, model mountain",871190
"black car model 2023, size compact",870320
"black watch, size medium, battery rechargeable",910211
"black car model 2025, size truck",870320
"blue clothes, size L, fabric polyester",620293
"silver watch, size small, battery AA",910211
"red clothes, size M, fabric cotton",620293
"blue clothes, size M, fabric cotton",620293
"blue car model 2023, size compact",870320
"red car model 2025, size sedan",870320
"black car model 2025, size compact",870320
"white mobile, size 6 inch, battery 4000mAh, compatibility 4G",851712
"gold watch, size small, battery AA",910211
"gold watch, size small, battery AAA",910211
"black clothes, size L, fabric wool",620293
"blue clothes, size XL, fabric cotton",620293
"blue bike, size large, model mountain",871190
"red car model 2025, size compact",870320
"blue watch, size medium, battery AAA",910211
"red bike, size large, model hybrid",871190
"black mobile, size 5.5 inch, battery 5000mAh, compatibility 5G",851712
"blue watch, size large, battery rechargeable",910211
"blue watch, size small, battery rechargeable",910211
"blue mobile, size 5.5 inch, battery 5000mAh, compatibility 5G",851712
"black bike, size medium, model road",871190
"blue bike, size medium, model mountain",871190
"gold watch, size medium, battery AA",910211
"gold watch, size small, battery AA",910211
"red bike, size small, model road",871190
"black mobile, size 6.5 inch, battery 4000mAh, compatibility 4G",851712
"green bike, size small, model road",871190
"red car model 2025, size sedan",870320
"blue clothes, size M, fabric cotton",620293
"green clothes, size M, fabric polyester",620293
"blue bike, size small, model road",871190
"green bike, size small, model hybrid",871190
"blue bike, size large, model hybrid",871190
"green clothes, size M, fabric cotton",620293
"black bike, size small, model mountain",871190
"black bike, size small, model road",871190
"red mobile, size 6.5 inch, battery 5000mAh, compatibility 4G",851712
"gold watch, size medium, battery AA",910211
"silver watch, size medium, battery AA",910211
"black bike, size large, model mountain",871190
"red bike, size medium, model mountain",871190
"green clothes, size L, fabric wool",620293
"black mobile, size 6 inch, battery 3000mAh, compatibility 4G",851712
"black mobile, size 6 inch, battery 4000mAh, compatibility 4G",851712
"black mobile, size 6.5 inch, battery 4000mAh, compatibility 4G",851712
"black clothes, size XL, fabric cotton",620293
"red mobile, size 5.5 inch, battery 4000mAh, compatibility 4G",851712
"white mobile, size 6 inch, battery 4000mAh, compatibility 5G",851712
"black watch, size large, battery rechargeable",910211
"blue car model 2025, size truck",870320
"black mobile, size 5.5 inch, battery 5000mAh, compatibility 5G",851712
"green bike, size large, model hybrid",871190
"white car model 2025, size truck",870320
"silver watch, size small, battery AAA",910211
"white mobile, size 5.5 inch, battery 5000mAh, compatibility 5G",851712
"blue bike, size small, model road",871190
"silver watch, size medium, battery AA",910211
"black car model 2024, size compact",870320
"gold watch, size medium, battery rechargeable",910211
"blue clothes, size M, fabric wool",620293
"blue mobile, size 6 inch, battery 3000mAh, compatibility 4G",851712
"black watch, size small, battery AAA",910211
"white car model 2025, size sedan",870320
"black car model 2023, size SUV",870320
"blue clothes, size XL, fabric wool",620293
"red bike, size medium, model road",871190
"blue bike, size small, model hybrid",871190
"black mobile, size 6 inch, battery 5000mAh, compatibility 5G",851712
"black car model 2025, size truck",870320
"red car model 2024, size sedan",870320
"gold watch, size small, battery rechargeable",910211
"silver watch, size large, battery AAA",910211
"red mobile, size 6.5 inch, battery 5000mAh, compatibility 4G",851712
"white car model 2024, size sedan",870320
"red clothes, size XL, fabric wool",620293
"blue clothes, size L, fabric polyester",620293
"red clothes, size M, fabric polyester",620293
"black bike, size medium, model mountain",871190
"green clothes, size S, fabric polyester",620293
"white mobile, size 5.5 inch, battery 3000mAh, compatibility 5G",851712
"blue watch, size small, battery AAA",910211
"gold watch, size small, battery AA",910211
"black clothes, size S, fabric cotton",620293
"black watch, size small, battery AA",910211
"red car model 2023, size SUV",870320
"white mobile, size 6.5 inch, battery 5000mAh, compatibility 5G",851712
"blue mobile, size 6 inch, battery 3000mAh, compatibility 5G",851712
"blue mobile, size 6 inch, battery 5000mAh, compatibility 4G",851712
"white car model 2024, size SUV",870320
"black watch, size medium, battery rechargeable",910211
"black mobile, size 6 inch, battery 3000mAh, compatibility 5G",851712
"blue mobile, size 6 inch, battery 3000mAh, compatibility 4G",851712
"black clothes, size XL, fabric polyester",620293
"blue watch, size large, battery AA",910211
"silver watch, size medium, battery rechargeable",910211
"silver watch, size medium, battery AA",910211
"red mobile, size 6.5 inch, battery 4000mAh, compatibility 5G",851712
"red car model 2025, size sedan",870320
"blue car model 2024, size truck",870320
"red bike, size medium, model hybrid",871190
"blue mobile, size 6 inch, battery 3000mAh, compatibility 5G",851712
"green bike, size small, model road",871190
"gold watch, size large, battery AAA",910211
"blue bike, size large, model mountain",871190
"red bike, size large, model road",871190
"red car model 2024, size sedan",870320
"red clothes, size S, fabric wool",620293
"red clothes, size M, fabric wool",620293
"red mobile, size 6.5 inch, battery 4000mAh, compatibility 5G",851712
"white car model 2024, size SUV",870320
"blue mobile, size 6.5 inch, battery 4000mAh, compatibility 4G",851712
"black clothes, size S, fabric polyester",620293
"blue car model 2024, size SUV",870320
"black mobile, size 6.5 inch, battery 4000mAh, compatibility 4G",851712
"white mobile, size 6 inch, battery 3000mAh, compatibility 4G",851712
"blue clothes, size XL, fabric polyester",620293
"black watch, size large, battery rechargeable",910211
"green bike, size large, model road",871190
"white mobile, size 6 inch, battery 4000mAh, compatibility 4G",851712
"blue clothes, size L, fabric polyester",620293
"gold watch, size medium, battery AAA",910211
"white mobile, size 5.5 inch, battery 4000mAh, compatibility 5G",851712
"white car model 2024, size compact",870320
"black mobile, size 6.5 inch, battery 3000mAh, compatibility 4G",851712
"black clothes, size M, fabric wool",620293
"black watch, size large, battery AAA",910211
"green clothes, size L, fabric cotton",620293
"white mobile, size 6.5 inch, battery 4000mAh, compatibility 4G",851712
"blue clothes, size L, fabric wool",620293
"blue car model 2025, size SUV",870320
"green clothes, size M, fabric polyester",620293
"white car model 2024, size sedan",870320
"blue watch, size medium, battery AA",910211
"white car model 2023, size sedan",870320
"black car model 2025, size SUV",870320
"red car model 2023, size sedan",870320
"black watch, size medium, battery AAA",910211
"black car model 2025, size compact",870320
"green bike, size medium, model road",871190
"black bike, size large, model mountain",871190
"black bike, size medium, model hybrid",871190
"black car model 2025, size truck",870320
"gold watch, size small, battery AA",910211
"white mobile, size 6.5 inch, battery 5000mAh, compatibility 4G",851712
"black watch, size small, battery AAA",910211
"blue mobile, size 6.5 inch, battery 3000mAh, compatibility 5G",851712
"black watch, size medium, battery AA",910211
"green bike, size medium, model mountain",871190
"red bike, size medium, model hybrid",871190
"black car model 2025, size truck",870320
"black bike, size small, model mountain",871190
"red clothes, size L, fabric wool",620293
"blue mobile, size 5.5 inch, battery 5000mAh, compatibility 4G",851712
"red car model 2025, size compact",870320
"green clothes, size XL, fabric polyester",620293
"black clothes, size L, fabric polyester",620293
"black clothes, size L, fabric cotton",620293
"blue car model 2025, size compact",870320
"black mobile, size 6 inch, battery 3000mAh, compatibility 5G",851712
"blue bike, size small, model road",871190
"black mobile, size 6.5 inch, battery 4000mAh, compatibility 4G",851712
"white mobile, size 6 inch, battery 5000mAh, compatibility 5G",851712
"blue bike, size small, model hybrid",871190
"blue mobile, size 6.5 inch, battery 5000mAh, compatibility 5G",851712
"black bike, size large, model hybrid",871190
"red mobile, size 6 inch, battery 5000mAh, compatibility 4G",851712
"white mobile, size 6.5 inch, battery 5000mAh, compatibility 4G",851712
"white car model 2025, size truck",870320
"black mobile, size 5.5 inch, battery 3000mAh, compatibility 5G",851712
"gold watch, size small, battery rechargeable",910211
"black mobile, size 6.5 inch, battery 5000mAh, compatibility 4G",851712
"red bike, size medium, model road",871190
"black mobile, size 6.5 inch, battery 5000mAh, compatibility 4G",851712
"black watch, size large, battery AAA",910211
"white mobile, size 5.5 inch, battery 4000mAh, compatibility 5G",851712
"red bike, size small, model hybrid",871190
"red car model 2024, size SUV",870320
"red clothes, size L, fabric polyester",620293
"white car model 2023, size sedan",870320
"black mobile, size 6.5 inch, battery 4000mAh, compatibility 4G",851712
"black bike, size large, model road",871190
"blue car model 2024, size compact",870320
"blue watch, size large, battery rechargeable",910211
"red bike, size medium, model road",871190
"blue car model 2023, size truck",870320
"blue bike, size medium, model hybrid",871190
"red bike, size small, model hybrid",871190
"blue bike, size medium, model mountain",871190
"red clothes, size XL, fabric wool",620293
"green bike, size small, model hybrid",871190
"black watch, size large, battery AA",910211
"red clothes, size L, fabric polyester",620293
"red mobile, size 6.5 inch, battery 4000mAh, compatibility 5G",851712
"black mobile, size 5.5 inch, battery 5000mAh, compatibility 4G",851712
"green clothes, size S, fabric wool",620293
"green bike, size small, model hybrid",871190
"green bike, size small, model mountain",871190
"silver watch, size small, battery AAA",910211
"white mobile, size 5.5 inch, battery 4000mAh, compatibility 4G",851712
"red car model 2024, size compact",870320
"red mobile, size 6.5 inch, battery 4000mAh, compatibility 5G",851712
"red clothes, size M, fabric cotton",620293
"white car model 2024, size truck",870320
"blue clothes, size XL, fabric wool",620293
"black watch, size large, battery AAA",910211
"black car model 2023, size truck",870320
"green clothes, size XL, fabric polyester",620293
"blue car model 2025, size SUV",870320
"blue watch, size large, battery AA",910211
"white car model 2025, size SUV",870320
"red mobile, size 6.5 inch, battery 4000mAh, compatibility 5G",851712
"blue watch, size large, battery rechargeable",910211
"white car model 2023, size compact",870320
"blue mobile, size 6.5 inch, battery 5000mAh, compatibility 4G",851712
"red bike, size medium, model road",871190
"silver watch, size large, battery AAA",910211
"black watch, size large, battery AA",910211
"blue car model 2025, size compact",870320
"black watch, size medium, battery rechargeable",910211
"black clothes, size XL, fabric wool",620293
"silver watch, size medium, battery AAA",910211
"blue mobile, size 6.5 inch, battery 5000mAh, compatibility 5G",851712
"blue clothes, size M, fabric polyester",620293
"black watch, size small, battery rechargeable",910211
"silver watch, size small, battery AA",910211
"red mobile, size 6.5 inch, battery 3000mAh, compatibility 5G",851712
"black clothes, size M, fabric wool",620293
"gold watch, size medium, battery AA",910211
"green bike, size medium, model mountain",871190
"white mobile, size 5.5 inch, battery 3000mAh, compatibility 4G",851712
"white car model 2025, size SUV",870320
"blue watch, size large, battery AA",910211
"blue watch, size medium, battery AAA",910211
"white car model 2023, size sedan",870320
"silver watch, size small, battery rechargeable",910211
"red mobile, size 6 inch, battery 4000mAh, compatibility 4G",851712
"blue watch, size small, battery AA",910211
"blue bike, size large, model mountain",871190
"white mobile, size 6.5 inch, battery 5000mAh, compatibility 4G",851712
"silver watch, size medium, battery AA",910211
"silver watch, size small, battery AA",910211
"red mobile, size 5.5 inch, battery 3000mAh, compatibility 4G",851712
"green bike, size large, model road",871190
"blue car model 2023, size sedan",870320
"blue bike, size medium, model hybrid",871190
"black bike, size large, model mountain",871190
"red mobile, size 6 inch, battery 3000mAh, compatibility 5G",851712
"blue car model 2024, size compact",870320
"blue car model 2023, size SUV",870320
"blue bike, size large, model mountain",871190
"white mobile, size 6.5 inch, battery 3000mAh, compatibility 4G",851712
"black watch, size large, battery rechargeable",910211
"silver watch, size small, battery rechargeable",910211
"blue watch, size small, battery rechargeable",910211
"gold watch, size medium, battery rechargeable",910211
"blue clothes, size M, fabric cotton",620293
"black mobile, size 5.5 inch, battery 5000mAh, compatibility 5G",851712
"gold watch, size medium, battery rechargeable",910211
"gold watch, size large, battery rechargeable",910211
"black mobile, size 5.5 inch, battery 5000mAh, compatibility 4G",851712
"gold watch, size small, battery rechargeable",910211
"blue mobile, size 6 inch, battery 5000mAh, compatibility 4G",851712
"white car model 2023, size SUV",870320
"blue mobile, size 6 inch, battery 5000mAh, compatibility 5G",851712
"black mobile, size 5.5 inch, battery 5000mAh, compatibility 4G",851712
"blue mobile, size 6.5 inch, battery 3000mAh, compatibility 5G",851712
"blue watch, size medium, battery rechargeable",910211
"white mobile, size 5.5 inch, battery 3000mAh, compatibility 5G",851712
"white car model 2025, size sedan",870320
"blue mobile, size 6.5 inch, battery 5000mAh, compatibility 4G",851712
"green bike, size large, model mountain",871190
"black mobile, size 6.5 inch, battery 3000mAh, compatibility 4G",851712
"blue watch, size medium, battery AA",910211
"gold watch, size large, battery AA",910211
"red mobile, size 6.5 inch, battery 5000mAh, compatibility 4G",851712
"blue watch, size large, battery rechargeable",910211
"green clothes, size L, fabric wool",620293
"red car model 2024, size compact",870320
"red mobile, size 6 inch, battery 4000mAh, compatibility 5G",851712
"green clothes, size XL, fabric polyester",620293
"blue bike, size medium, model mountain",871190
"green bike, size medium, model hybrid",871190
"black bike, size medium, model road",871190
"blue bike, size large, model hybrid",871190
"black clothes, size XL, fabric cotton",620293
"blue mobile, size 6 inch, battery 5000mAh, compatibility 4G",851712
"black car model 2025, size sedan",870320
"black mobile, size 6 inch, battery 3000mAh, compatibility 5G",851712
"blue bike, size large, model hybrid",871190
"black watch, size medium, battery rechargeable",910211
"black watch, size small, battery AAA",910211
"green bike, size large, model road",871190
"black watch, size large, battery AA",910211
"black bike, size small, model hybrid",871190
"blue watch, size small, battery rechargeable",910211
"red bike, size medium, model road",871190
"black watch, size small, battery AA",910211
"white car model 2025, size sedan",870320
"silver watch, size medium, battery AAA",910211
"blue mobile, size 6.5 inch, battery 5000mAh, compatibility 5G",851712
"green bike, size large, model road",871190
"black clothes, size S, fabric polyester",620293
"blue watch, size small, battery rechargeable",910211
"blue watch, size large, battery AAA",910211
"black car model 2024, size compact",870320
"black watch, size medium, battery rechargeable",910211
"black mobile, size 6.5 inch, battery 4000mAh, compatibility 4G",851712
"white car model 2023, size truck",870320
"black car model 2024, size truck",870320
"silver watch, size large, battery AA",910211
"red bike, size large, model hybrid",871190
"red car model 2024, size SUV",870320
"black mobile, size 5.5 inch, battery 3000mAh, compatibility 5G",851712
"white mobile, size 6.5 inch, battery 5000mAh, compatibility 5G",851712
"green bike, size large, model hybrid",871190
"green bike, size small, model road",871190
"blue clothes, size M, fabric cotton",620293
